age,age group,gender,income/month,account balance,loyalty score,education level,Facebook,Twitter,Email,Instagram,prev campaign success,total_withdrawals,total_deposits,net_transaction,transaction_count,housing,loan,job grouped_retired,job grouped_self employed/entrepreneur,job grouped_student,job grouped_unemployed,job grouped_unknown,job grouped_white collar,marital_married,marital_single,Cluster,PCA1,PCA2
66,4,0,7422,6087,297,0,1,0,0,0,1,2634.39,5824.61,3190.22,2,0,0,0,0,0,0,0,1,1,0,1,-0.5936238546879187,2.1231861672581323
33,1,0,4855,3443,280,0,1,1,0,1,1,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,3,-1.8730796142344361,-1.0978064830268905
37,1,1,8490,3460,816,0,1,1,0,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,1,3,-1.7991745816144966,-1.210837807894011
49,2,1,8927,6487,91,1,0,1,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,-1.9037825925029952,0.10816751778379445
24,0,0,3412,6555,671,2,0,1,1,1,1,0.0,518.68,518.68,1,0,0,0,0,0,1,0,0,1,0,3,-1.6287208457297,-1.861782385091619
28,0,1,13377,8206,799,0,0,1,1,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,3,-1.813459086393542,-2.1712093165332975
60,4,0,14253,4249,574,1,0,1,1,1,1,7939.65,0.0,-7939.65,4,1,1,0,0,0,0,0,1,0,1,0,-0.8153438746958815,1.463385068117228
67,4,1,10822,8917,646,1,1,0,0,1,0,8776.04,0.0,-8776.04,2,0,0,0,0,0,0,0,0,1,0,1,-1.5400871073456137,2.204122648932756
29,0,1,4353,3912,206,1,1,0,1,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,3,-1.9248461652231266,-1.7073071164731193
63,4,1,4646,9348,632,2,0,1,0,0,0,8038.92,2408.51,-5630.41,4,1,0,0,0,1,0,0,0,0,1,0,-0.45424210354629,1.7093689662649696
63,4,0,4044,4340,209,1,1,1,1,1,1,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,-1.8900247543831306,1.7259904343652768
65,4,0,9535,3725,72,2,1,0,0,0,0,9037.75,15595.9,6558.15,6,0,0,0,0,0,0,0,0,0,0,0,1.8984405419778947,2.034147303345925
58,3,0,6088,694,104,0,1,1,1,1,0,4336.34,18770.04,14433.7,5,1,0,0,0,0,0,0,1,1,0,2,2.1306139511305258,1.250887496016599
22,0,0,8755,9452,579,1,0,0,1,1,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,3,-1.9755332959266436,-2.0300003215587106
65,4,1,12194,5683,668,0,1,1,1,0,0,0.0,8854.3,8854.3,2,0,1,0,0,0,0,0,1,1,0,1,-0.14748666499368648,2.0722432714771784
46,2,0,9805,1352,719,3,0,1,0,0,1,2016.19,15749.69,13733.5,3,1,0,0,0,0,0,0,1,0,0,2,1.2577777399913461,-0.02557546804392639
66,4,0,6998,9723,561,2,1,1,0,1,1,6014.08,8991.57,2977.49,3,0,0,0,0,0,0,0,1,1,0,1,0.12365332939908354,2.138722042785873
69,4,0,6588,3141,974,1,0,0,1,1,0,6809.49,11375.57,4566.08,5,1,0,0,0,0,0,0,0,1,0,0,0.9905802768417911,2.3039270633158533
28,0,0,12808,4496,578,0,0,0,1,1,0,0.0,1980.19,1980.19,1,0,0,0,0,0,0,0,0,1,0,3,-1.3717018739834805,-1.7991094649327881
63,4,0,4651,4395,977,1,1,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,-1.8394183006948093,1.6456219457157386
27,0,1,10838,9692,21,0,1,1,0,1,0,0.0,11616.08,11616.08,3,0,0,0,1,0,0,0,0,1,0,3,0.5589707875771411,-1.816870141858342
61,4,0,3536,1900,298,1,1,0,1,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,1,-1.8794491240025126,1.56590378465019
58,3,0,6565,7884,209,0,1,1,1,1,1,3012.3,0.0,-3012.3,1,0,0,0,0,0,0,0,0,1,0,1,-1.7073682055180863,1.2191108201555168
27,0,1,5587,7424,848,1,1,1,0,0,1,0.0,9529.98,9529.98,2,0,0,0,0,0,0,0,0,1,0,3,0.02881787477366362,-1.7953853292548925
27,0,0,3875,2276,127,2,1,0,0,0,0,13099.16,9561.29,-3537.87,6,0,0,0,0,0,0,0,0,1,0,0,0.985703954880709,-1.7056468340078887
35,1,0,11317,9169,680,2,1,1,1,1,1,0.0,14940.01,14940.01,2,0,0,0,1,0,0,0,0,1,0,2,0.7780709967703827,-0.9389948815138114
32,1,0,3737,2280,407,2,1,1,1,1,0,11386.34,7390.82,-3995.52,6,0,0,0,0,0,0,0,0,0,0,0,0.7273730813699977,-1.1315060229338656
68,4,1,7836,7792,799,1,0,1,1,1,0,6985.12,11404.41,4419.29,4,0,0,0,0,0,0,0,1,0,1,0,0.794298102648915,1.9278252343543794
55,3,1,6689,8758,770,2,1,1,1,1,1,1404.07,16227.6,14823.53,3,0,0,0,0,0,0,0,1,1,0,2,1.210658457584961,1.1097363259122446
49,2,1,12769,6240,70,0,0,1,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,-1.9507332465872984,0.22657929153197584
64,4,1,5682,5474,171,0,1,0,0,0,1,10185.22,6015.65,-4169.57,4,1,0,0,0,0,0,0,0,1,0,0,-0.08997884768795159,2.0757629838797618
60,4,0,6159,3833,752,1,1,0,0,0,0,0.0,18628.11,18628.11,6,0,0,0,0,0,0,0,0,1,0,2,2.387717417800376,1.9064709216450495
57,3,0,12192,3516,916,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,-1.963971841363061,1.1280595613882363
69,4,0,9360,6829,706,0,0,1,0,0,0,612.4,16580.25,15967.85,3,0,0,0,0,0,0,0,1,1,0,2,1.2757289177794848,2.2610542775886238
69,4,0,6423,5116,949,1,1,1,1,0,0,4619.7,8266.78,3647.08,2,0,0,0,0,0,0,0,0,0,1,1,-0.1730425523855308,1.9719669776160154
25,0,1,3631,3340,528,1,1,0,1,1,1,0.0,2256.0,2256.0,1,0,0,1,0,0,0,0,0,1,0,3,-1.3626656241746562,-1.8210402588863408
42,2,1,9286,8613,850,1,1,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,-1.9934098767351187,-0.09843282370612114
21,0,1,4250,797,712,3,1,1,0,1,0,2447.22,13945.98,11498.76,5,1,0,0,0,0,0,0,0,0,1,3,1.5829467123697405,-2.359265679197078
26,0,0,14614,1903,653,3,0,1,0,0,0,1270.23,14697.52,13427.29,5,1,0,0,0,0,0,0,1,0,1,2,1.7147909066688498,-2.203722736772967
52,3,0,7202,8590,610,1,1,0,1,0,0,0.0,5782.61,5782.61,1,0,0,0,0,0,0,0,0,1,0,1,-0.8723532420480654,0.9426987162457454
55,3,0,6335,2033,643,2,0,1,0,1,1,7228.74,0.0,-7228.74,3,0,0,1,0,0,0,0,0,1,0,1,-1.1976275409017556,1.1591934090685396
43,2,1,5923,2728,917,0,0,1,1,1,1,7324.76,2176.86,-5147.9,4,0,0,0,1,0,0,0,0,0,1,0,-0.5252268615380422,-0.34941377572330745
29,0,0,10152,3290,517,0,1,1,0,1,0,2176.79,0.0,-2176.79,1,0,0,0,0,0,0,0,0,0,0,3,-1.6015382505272617,-1.8906942243955127
40,2,1,7789,327,918,0,0,1,1,1,1,6522.11,7315.08,792.97,4,0,0,0,0,0,0,0,0,0,0,0,0.22155744886303197,-0.2931205667489982
52,3,0,12818,3809,184,3,1,1,0,0,0,7936.35,4849.41,-3086.94,6,0,0,0,1,0,0,0,0,1,0,0,0.29591647091891443,0.9589804663701316
28,0,1,5105,893,948,3,1,1,1,1,1,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,3,-1.9410235981321002,-1.7729380239856019
42,2,1,13171,5421,430,2,1,1,0,0,1,3068.29,1042.96,-2025.33,3,1,0,0,0,0,0,0,1,1,0,1,-0.9759518546188009,-0.10550934496297487
51,3,0,8221,3196,857,2,1,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,-1.8821280615841527,0.5645524212736824
49,2,0,7704,3856,491,2,0,1,0,0,0,697.93,4667.39,3969.46,3,0,1,0,0,0,0,0,1,1,0,1,-0.43396612601735407,0.2967631270564875
58,3,1,14528,3874,682,0,0,0,0,1,0,1633.63,24710.35,23076.72,6,0,1,0,0,0,0,0,1,0,1,2,3.366680700169874,0.966366496248699
57,3,0,12409,4964,599,1,0,0,1,1,1,1859.86,10324.2,8464.34,4,0,0,0,0,0,0,0,1,0,1,2,0.7205903499095508,0.8512298728141794
21,0,0,11319,3525,638,1,1,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,3,-1.7817929892335405,-2.4969980366431974
54,3,0,13748,4431,680,3,1,1,0,0,1,4046.09,6925.58,2879.49,2,0,0,0,0,0,0,0,1,1,0,1,-0.4084945927328855,1.0128389936550406
43,2,1,13615,1247,396,0,0,0,0,1,1,4849.31,8544.66,3695.35,6,1,0,0,0,0,0,0,0,1,0,0,0.9246153334962578,-0.0023311156714746575
52,3,0,10404,6594,379,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,-1.9615855235051054,0.890421428811555
64,4,1,9379,675,479,0,1,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,-1.9426173261780095,1.9970281837551094
40,2,0,14939,9296,327,2,1,0,0,1,1,12082.82,0.0,-12082.82,3,0,0,0,1,0,0,0,0,1,0,0,-1.2637652930593886,-0.18309061234662347
65,4,1,9728,2273,412,2,0,0,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,-1.9655042333091592,2.1051602495912056
62,4,1,6653,5726,457,1,0,0,0,1,1,2681.34,4814.69,2133.35,2,0,0,0,0,0,0,0,1,1,0,1,-0.7474180619307312,1.9484475673184782
40,2,1,5746,568,389,1,1,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,-1.9335916477797326,-0.16814559276994392
48,2,0,12640,4019,553,0,1,1,0,1,0,3818.87,6179.11,2360.24,4,0,0,1,0,0,0,0,0,1,0,1,0.001148974224286615,0.2825336623821047
41,2,1,13414,5883,629,2,1,1,0,0,1,0.0,15101.1,15101.1,2,1,0,0,0,0,0,0,1,1,0,2,0.8389766041792478,-0.1433292180486853
63,4,1,10176,2105,374,1,0,1,1,0,1,6860.33,6559.6,-300.73,3,0,0,0,0,0,0,0,1,1,0,1,-0.25187039076730255,1.9868530687617447
47,2,0,11530,501,196,3,1,1,0,1,1,4996.0,0.0,-4996.0,1,0,0,1,0,0,0,0,0,1,0,1,-1.7106322042675932,0.25675871256098703
46,2,1,5248,7943,290,3,0,1,0,0,0,0.0,675.72,675.72,1,1,0,0,0,0,0,0,0,1,0,1,-1.572599376455253,0.14899736859481988
24,0,0,14787,1497,592,0,1,0,0,1,1,2368.19,20602.57,18234.38,4,0,0,1,0,0,0,0,0,0,1,2,2.2578590322163477,-2.204705974020539
55,3,1,4288,4129,90,1,1,1,0,1,0,6258.58,8919.08,2660.5,4,0,1,0,0,0,0,0,1,1,0,0,0.3813257439829007,1.1598612034932831
27,0,0,3595,3291,812,3,1,0,1,1,1,2947.33,9961.21,7013.88,5,0,0,0,0,0,0,0,0,1,0,3,0.8709266569707769,-1.7395650114735253
54,3,0,12517,4827,464,2,1,1,0,1,0,7452.8,0.0,-7452.8,2,0,0,0,0,0,0,0,0,1,0,1,-1.468077845737475,1.0353636851349235
34,1,0,4064,3322,381,2,1,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,3,-1.951814567943727,-0.9348934911227305
69,4,0,5862,491,845,3,1,1,0,0,0,3474.49,0.0,-3474.49,1,0,0,1,0,0,0,0,0,1,0,1,-1.746994035821639,2.3610951019363267
37,1,1,4682,2314,333,2,1,1,0,1,1,4202.75,13757.48,9554.73,6,0,0,0,0,0,0,0,1,0,0,2,1.742689233798808,-0.8903782263709945
64,4,1,10433,838,456,2,1,1,0,0,0,0.0,6844.59,6844.59,1,0,0,0,0,0,0,0,0,0,0,1,-0.6469353934453259,1.9192479592761522
46,2,0,11989,3736,336,3,1,0,1,1,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,1,-1.9958881572694456,0.11771242995971985
43,2,0,8488,2243,654,2,1,0,1,0,1,0.0,7596.27,7596.27,1,0,0,0,0,0,0,0,0,1,0,1,-0.561286427141044,0.004849633714546377
39,1,1,11706,1261,69,1,0,1,1,1,0,0.0,15563.12,15563.12,3,1,0,0,1,0,0,0,0,1,0,2,1.1421256193964546,-0.7226829104652864
58,3,1,13661,6144,785,3,1,1,1,1,0,7962.26,2042.83,-5919.43,4,0,0,0,0,0,0,0,0,0,1,0,-0.5718873814584357,0.9431154144833046
43,2,1,7066,3002,270,0,1,1,1,1,0,6614.08,11746.59,5132.51,6,1,0,0,0,0,0,0,0,0,0,0,1.396628585604218,-0.1194640393138684
23,0,0,9971,1805,700,3,0,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,3,-1.874725309111486,-2.053836272408326
34,1,1,11439,6312,781,2,1,0,1,1,0,1389.01,21501.89,20112.88,6,1,0,0,0,0,0,0,1,0,0,2,2.858109412090915,-1.082274276000197
67,4,1,10409,6837,485,3,0,1,1,1,0,3055.25,4639.97,1584.72,3,0,0,0,0,0,0,0,0,1,0,1,-0.526770978193183,2.222775993816031
42,2,0,13777,1925,987,3,1,1,0,1,1,0.0,14083.52,14083.52,3,0,0,0,0,0,0,0,0,1,0,2,0.9774868896450734,-0.050701663796759965
38,1,1,13603,1385,365,2,1,0,1,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,3,-1.8338656357286842,-1.1020229180679493
45,2,0,8956,3199,823,1,1,1,0,1,1,0.0,9691.02,9691.02,1,0,0,0,0,0,0,0,1,1,0,1,-0.2157216626632319,0.05165719342290944
58,3,1,11552,3825,441,1,0,1,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,-1.9574633346089714,1.2118661974164338
23,0,0,13237,320,705,1,1,1,0,1,0,1446.21,32234.37,30788.16,6,0,0,0,0,0,0,0,0,1,0,2,4.452835916488991,-1.9513071986935508
35,1,0,4692,7844,106,1,1,1,1,1,0,2830.98,0.0,-2830.98,1,1,1,0,1,0,0,0,0,0,0,3,-1.6602349931614189,-1.0843763963479593
49,2,1,12853,7987,797,0,0,0,1,1,0,12140.86,214.97,-11925.89,4,1,0,0,0,0,0,0,0,1,0,0,-0.9638488935170484,0.2613947349279535
22,0,0,5734,5132,673,2,0,1,1,1,1,5862.34,12428.18,6565.84,5,1,0,0,1,0,0,0,0,1,0,3,1.2145505579803766,-2.0722826848316687
44,2,0,12100,9699,638,2,0,1,1,1,1,6990.34,8727.9,1737.56,4,0,0,0,0,0,0,0,1,1,0,0,0.3648812552525669,0.013713327869094504
24,0,0,3671,6410,895,3,0,1,1,1,0,1206.36,8167.17,6960.81,2,0,0,1,0,0,0,0,0,0,0,3,-0.1780633484027725,-2.0241301497171262
57,3,0,9661,6636,491,2,0,1,0,1,0,932.17,8786.59,7854.42,2,0,0,0,0,0,0,0,0,1,0,1,-0.12371447816505603,1.1974407842776584
45,2,0,11546,9070,25,3,0,1,0,1,0,5657.19,0.0,-5657.19,2,0,1,1,0,0,0,0,0,1,0,1,-1.473885897569791,0.17676913465978517
28,0,0,10651,6917,782,1,1,0,0,0,0,720.74,0.0,-720.74,1,0,1,0,0,0,0,0,0,1,0,3,-1.6612442016030406,-1.7661752343969035
22,0,1,11738,9557,16,2,1,0,0,1,0,4724.72,7374.79,2650.07,4,0,0,1,0,0,0,0,0,1,0,3,0.14505449230177006,-1.9428679302263685
69,4,1,13537,3866,875,2,0,1,0,0,0,8049.98,0.0,-8049.98,2,0,0,0,0,0,0,0,1,0,1,1,-1.4082789353956333,1.937069930723974
49,2,1,5459,3340,256,2,1,1,0,0,1,5232.33,12462.46,7230.13,5,0,1,0,0,0,0,0,0,1,0,2,1.2093926505730432,0.3914738986385561
40,2,1,3915,7320,683,1,0,1,0,0,0,13298.77,8820.53,-4478.24,6,0,0,0,0,0,0,0,0,0,1,0,0.947769760675917,-0.41107712675453284
61,4,1,7213,6779,703,0,0,0,0,1,1,8251.93,9251.56,999.63,4,0,0,0,0,0,0,0,0,1,0,0,0.3962045407386542,1.9284564410603802
59,3,1,10029,893,701,3,1,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,-1.9539355199145754,1.3025022236208883
21,0,1,13187,7533,786,2,1,1,0,1,1,0.0,9227.31,9227.31,1,0,1,0,0,0,0,0,1,0,1,3,-0.17920142051150795,-2.439647884781066
34,1,1,14202,6378,923,1,1,0,0,0,1,6083.66,14983.67,8900.01,5,1,0,0,0,0,0,0,0,0,1,2,1.672134036199806,-1.2735255669458803
52,3,0,8930,9761,172,1,1,0,1,1,0,10353.46,4736.99,-5616.47,6,0,0,0,0,0,0,0,1,1,0,0,0.23901887545760345,0.9625368970392976
29,0,0,5274,7565,293,1,0,1,1,0,1,4318.58,21178.01,16859.43,5,0,0,0,0,0,0,0,1,1,0,2,2.508429178894416,-1.6831441682115915
35,1,1,12441,7293,634,1,0,1,0,1,0,2850.5,0.0,-2850.5,1,0,0,0,0,0,0,0,0,1,0,3,-1.6868571584242396,-0.9342624001722968
43,2,0,5593,382,127,3,0,0,1,1,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,-1.9867303469008595,0.08495597070235208
34,1,0,6452,8387,314,1,1,1,1,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,3,-1.9432929678210489,-1.0026164533146198
51,3,1,13683,8127,541,0,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,1,-2.011254334180265,0.8156162274056271
57,3,1,8117,7729,103,3,0,1,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,-1.87619903073317,0.8605175875793236
51,3,1,6553,8661,118,2,1,0,1,1,1,417.0,6981.74,6564.74,3,0,0,0,1,0,0,0,0,0,0,1,-0.1345185276654087,0.7771698759421437
42,2,0,9569,8937,427,2,1,1,0,1,0,7051.86,7784.47,732.61,4,0,0,0,1,0,0,0,0,0,1,0,0.2917857972738862,-0.3779955457032815
25,0,0,7651,6812,31,1,0,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,3,-1.9052288531147046,-1.9236745066705119
54,3,1,13585,1238,198,0,1,1,0,0,0,4384.26,17254.12,12869.86,5,0,0,0,0,0,0,0,1,0,0,2,1.940500654729638,0.9128000636560327
38,1,0,8546,2326,270,3,1,1,0,1,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,3,-1.9443656500344932,-0.7778878300978017
57,3,0,3088,453,320,2,1,1,0,1,1,8631.07,10616.64,1985.57,5,0,0,0,0,0,0,0,0,1,0,0,0.9163511653365444,1.268165406842195
47,2,1,10549,3099,681,1,1,1,1,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,-1.958557764475719,0.17133092183681695
35,1,1,14089,5240,359,1,0,0,1,1,1,8954.38,5398.44,-3555.94,4,0,0,0,0,0,0,0,0,1,0,0,-0.15078212220552073,-0.8864484052456446
21,0,1,14039,6855,399,3,1,1,0,1,0,2856.05,143.54,-2712.51,2,0,0,0,0,0,0,0,1,1,0,3,-1.3838280009582888,-2.123493659528865
44,2,0,6704,8872,487,2,1,1,0,0,0,0.0,9154.66,9154.66,1,1,0,0,0,0,0,0,1,0,0,3,-0.27257622746635013,-0.14488868546383019
44,2,0,13591,3073,451,2,0,0,1,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,-1.9262675003223193,-0.03662413041279163
45,2,1,8333,1389,770,3,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,-1.9408415870200628,0.0739889941428379
42,2,0,8021,6281,22,2,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,-1.9398008887954648,-0.04756516838927723
50,3,0,9214,8808,702,3,1,1,1,0,1,0.0,513.74,513.74,1,0,0,0,1,0,0,0,0,1,0,1,-1.635727874985482,0.796109415726559
28,0,0,11209,4911,175,0,1,1,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,3,-1.9076305892639984,-1.8332652987292886
55,3,0,11884,790,183,1,1,1,0,1,0,3729.47,17197.39,13467.92,5,0,0,0,0,0,0,0,0,1,0,2,1.9120027247483165,1.137489739227995
28,0,0,13262,8933,216,1,1,1,0,1,0,11124.43,19627.11,8502.68,5,0,0,0,0,0,0,0,0,1,0,2,2.217350857641201,-1.718244800601595
64,4,1,14203,982,448,3,1,0,0,0,1,10655.09,11462.91,807.82,6,0,0,0,0,0,0,0,0,1,0,0,1.2431460471320999,2.1234362916664287
60,4,1,13547,6717,652,1,1,1,0,1,1,11607.56,7102.79,-4504.77,6,1,0,0,0,0,0,0,0,1,0,0,0.6269188038388642,1.841720535453474
38,1,1,4773,2387,307,2,0,1,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0,3,-1.9478804242714738,-0.7055020117900513
34,1,1,5031,3932,668,0,1,1,0,0,0,4415.71,3070.53,-1345.18,4,0,0,0,0,0,0,0,0,1,0,3,-0.4341056517656496,-0.9346792729661826
57,3,1,8748,7758,837,3,1,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,-1.960441845876366,1.0597121892527104
21,0,1,4045,4143,472,2,0,0,0,1,1,3166.7,0.0,-3166.7,2,0,0,1,0,0,0,0,0,0,1,3,-1.3341154687800756,-2.3254794434012465
32,1,0,6220,9836,201,0,0,1,0,0,0,14744.16,0.0,-14744.16,5,0,0,0,0,0,0,0,1,0,0,0,-0.6585463981671585,-1.2165425002515873
59,3,1,11029,465,873,2,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,-1.9365845326015536,1.2743205109528564
36,1,0,10754,4798,101,0,1,0,1,0,0,11943.2,12189.03,245.83,5,1,1,0,0,0,0,0,0,0,1,0,1.1932697850269232,-1.1378909732560005
33,1,1,13869,6408,461,0,1,1,1,1,1,4337.23,3356.5,-980.73,2,0,0,0,1,0,0,0,0,1,0,3,-0.9634271833186004,-1.0615212018405893
31,1,0,9400,9164,504,3,1,1,1,1,1,8275.88,14879.48,6603.6,6,0,0,0,1,0,0,0,0,1,0,0,1.7813309306026759,-1.080309057222746
51,3,0,7968,7609,717,0,1,0,1,1,1,0.0,8106.28,8106.28,1,0,0,0,0,0,0,0,1,0,1,1,-0.4093803928397919,0.532801700842608
59,3,0,10320,3501,59,2,1,1,0,1,1,0.0,7658.27,7658.27,2,0,0,0,0,0,0,0,1,1,0,1,-0.26132907264081967,1.2826658251233003
46,2,1,5621,3318,419,3,1,0,1,1,1,3919.62,10524.21,6604.59,4,0,0,0,0,0,0,0,0,1,0,2,0.6287643227133226,0.2319287841499986
62,4,1,3698,6313,389,1,0,1,1,0,1,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,-1.9108025047355701,1.7650213840171831
61,4,1,7148,935,671,0,1,1,1,1,0,6553.36,11174.25,4620.89,4,0,0,0,0,0,0,0,1,1,0,0,0.6873630057749235,1.9067500294062274
45,2,1,14574,9201,927,3,1,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,-2.0128708114664224,0.12080269045057106
41,2,1,12686,7776,685,0,1,0,1,0,1,3663.14,3149.51,-513.63,3,0,0,1,0,0,0,0,0,1,0,1,-0.7561855765410297,-0.0633767927911105
69,4,1,9258,5548,357,1,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,-1.9365625070957224,2.111671593456254
56,3,0,10360,582,944,2,1,0,0,0,0,3694.71,0.0,-3694.71,1,0,0,0,0,0,0,0,0,1,0,1,-1.7194769018698877,1.1371856967656158
65,4,0,8673,3259,742,0,0,0,1,1,0,1568.89,7333.4,5764.51,3,0,0,0,0,0,0,0,1,1,0,1,-0.10863431162381318,2.0652827146137303
31,1,1,6260,2975,4,1,1,0,1,0,1,4618.49,0.0,-4618.49,1,0,0,0,0,0,0,0,0,0,1,3,-1.6247003777650053,-1.3882570694318508
56,3,1,4268,2471,930,2,0,1,0,0,1,0.0,18034.96,18034.96,3,0,0,0,0,0,0,1,0,0,0,2,1.528858217245003,1.0898893915970016
43,2,0,4965,6583,941,1,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,-1.9535891853629992,-0.039197437520132127
67,4,1,14045,7148,158,0,1,0,1,0,1,899.27,20679.41,19780.14,6,0,0,0,0,0,0,0,0,1,0,2,2.6538788123693844,2.241545023840223
67,4,0,6909,6232,468,3,0,0,0,1,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,-1.9481591409239165,2.17608348236278
45,2,1,9369,4461,258,2,1,0,0,0,0,0.0,28852.71,28852.71,6,0,0,0,0,0,0,1,0,1,0,2,3.8516215298976193,0.2484114920109149
64,4,1,6982,7401,172,1,1,1,0,1,1,4095.4,23269.3,19173.9,5,0,0,0,0,0,0,0,1,1,0,2,2.768724401020051,2.0997737344303045
34,1,1,6429,4330,599,0,0,1,0,0,1,0.0,9204.12,9204.12,1,1,0,0,0,0,0,0,0,0,1,3,-0.18012003074782096,-1.302660410159286
50,3,1,14078,9002,989,3,1,0,1,1,0,6790.73,0.0,-6790.73,2,0,0,0,0,0,0,0,0,1,0,1,-1.5214773349003732,0.8499161198379716
65,4,0,5028,4589,927,1,1,1,0,1,1,10974.8,0.0,-10974.8,3,0,0,0,0,0,0,0,0,1,0,0,-1.2234384796851387,2.094390064742647
55,3,0,4442,3632,711,0,1,0,0,0,1,0.0,9453.67,9453.67,1,0,0,0,0,0,0,0,1,0,0,1,-0.24354351262106738,0.9270967639490529
21,0,1,7376,890,887,0,1,0,1,0,1,6315.8,0.0,-6315.8,2,0,0,0,0,0,1,0,0,0,0,3,-1.4687992002502082,-2.147099218901011
27,0,1,7629,9307,706,2,1,0,0,1,1,561.08,0.0,-561.08,1,1,0,0,0,0,0,0,0,1,0,3,-1.650977982397961,-1.823055680361575
27,0,0,5989,3864,477,3,1,0,0,0,1,0.0,3459.2,3459.2,1,0,0,0,0,0,0,0,0,0,0,3,-1.0861818601145685,-1.9248962085231187
67,4,0,14494,7813,85,2,1,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,-1.8927768621325523,1.815246849326477
37,1,0,13636,6464,576,2,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,3,-1.9460991599827737,-0.8603573801910205
21,0,1,12890,6702,389,3,1,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,3,-1.9229152970456054,-2.133181819865929
45,2,0,6317,4959,933,1,1,0,1,1,0,0.0,17368.58,17368.58,3,0,0,0,0,0,0,1,0,1,0,2,1.3569116179000034,0.1672097368869732
40,2,0,10384,8753,987,1,1,1,0,1,0,4209.21,0.0,-4209.21,2,0,0,0,0,0,0,0,0,1,0,1,-1.4281292185570502,-0.19413875126092958
43,2,1,12036,9831,876,3,1,1,0,1,1,0.0,32656.55,32656.55,6,0,0,0,0,0,0,0,0,1,0,2,4.477876832001376,0.0720679544371574
