customer id,age,gender,income/month,account balance,loyalty score,education level,type of campaign(s),prev campaign success,Transaction history,housing,loan,marital,job,has customer bought product,has customer churned
7277,50,Male,4509,463,401,Tertiary,"['Twitter', 'Email']",No,"[[-54, 'Deposit', 4872.21], [-42, 'Withdrawal', 695.95], [-22, 'Deposit', 6156.38], [-14, 'Withdrawal', 3824.93]]",no,yes,married,blue-collar,Yes,Yes
7278,38,Female,3097,4561,914,Secondary,"['Twitter', 'Instagram', 'Email']",Yes,"[[-43, 'Deposit', 4877.73], [-28, 'Deposit', 2436.15], [-13, 'Deposit', 9932.23]]",yes,no,married,blue-collar,No,Yes
7279,32,Male,13742,4029,378,Tertiary,"['Twitter', 'Instagram']",No,"[[-58, 'Deposit', 7258.45], [-57, 'Deposit', 6626.39], [-50, 'Withdrawal', 599.75], [-22, 'Withdrawal', 3800.72], [-17, 'Withdrawal', 4701.86], [-16, 'Withdrawal', 707.23]]",yes,no,married,blue-collar,No,Yes
7280,22,Female,13352,2033,357,Tertiary,"['Twitter', 'Facebook']",Yes,"[[-57, 'Deposit', 9718.12]]",yes,no,divorced,services,No,Yes
7281,41,Female,7895,874,722,Primary,['Instagram'],Yes,"[[-3, 'Deposit', 4276.09]]",yes,no,married,blue-collar,Yes,No
7282,49,Male,4238,9480,149,Tertiary,"['Facebook', 'Twitter', 'Instagram', 'Email']",No,"[[-13, 'Withdrawal', 658.03], [-6, 'Withdrawal', 2599.28], [-3, 'Withdrawal', 945.64]]",yes,no,married,technician,No,No
7283,32,Male,12827,423,798,Tertiary,"['Instagram', 'Email']",No,"[[-37, 'Deposit', 6138.28], [-32, 'Withdrawal', 752.27], [-31, 'Withdrawal', 3114.94], [-20, 'Deposit', 9082.63], [-9, 'Deposit', 6806.21]]",yes,yes,divorced,services,Yes,No
7284,26,Female,12098,7259,10,Primary,"['Instagram', 'Email']",No,"[[-60, 'Withdrawal', 963.99], [-43, 'Deposit', 9302.75]]",yes,no,single,management,No,No
7285,48,Male,6103,5658,777,Postgrad,"['Twitter', 'Facebook']",Yes,"[[-35, 'Deposit', 9516.81]]",yes,no,married,technician,Yes,No
7286,27,Female,5533,6132,776,Secondary,['Instagram'],Yes,"[[-43, 'Withdrawal', 18.87], [-35, 'Withdrawal', 1970.01], [-34, 'Withdrawal', 4586.96], [-29, 'Deposit', 519.18], [-4, 'Withdrawal', 146.05], [-2, 'Deposit', 7425.14]]",yes,no,single,technician,Yes,Yes
7287,53,Male,12770,112,489,Secondary,"['Twitter', 'Instagram', 'Facebook', 'Email']",Yes,"[[-22, 'Withdrawal', 1068.94]]",yes,yes,single,admin.,Yes,No
7288,41,Female,14988,8907,78,Postgrad,"['Instagram', 'Twitter']",Yes,"[[-54, 'Deposit', 5192.29], [-50, 'Withdrawal', 4221.93], [-48, 'Withdrawal', 1183.95], [-41, 'Withdrawal', 531.3], [-17, 'Withdrawal', 2575.15], [-4, 'Deposit', 4610.22]]",yes,no,married,management,Yes,No
7289,37,Male,5096,3980,366,Postgrad,"['Instagram', 'Twitter', 'Facebook']",No,"[[-51, 'Deposit', 3337.1], [-47, 'Deposit', 3216.01]]",yes,no,single,self-employed,Yes,Yes
7290,28,Male,7477,4067,417,Tertiary,"['Instagram', 'Facebook', 'Email']",Yes,[],yes,no,married,technician,No,No
7291,24,Female,10177,8403,89,Primary,"['Twitter', 'Email']",No,"[[-60, 'Deposit', 4561.69], [-43, 'Withdrawal', 4368.23], [-32, 'Deposit', 627.2], [-22, 'Deposit', 4263.64], [-3, 'Deposit', 8794.39]]",no,no,married,admin.,Yes,Yes
7292,42,Female,5550,3510,310,Postgrad,"['Twitter', 'Facebook', 'Email']",No,"[[-54, 'Withdrawal', 4559.37], [-51, 'Withdrawal', 830.18], [-45, 'Deposit', 8497.76], [-41, 'Withdrawal', 69.86], [-31, 'Withdrawal', 1402.44], [-24, 'Withdrawal', 684.99]]",yes,no,married,blue-collar,Yes,Yes
7293,39,Male,10765,6231,621,Tertiary,"['Twitter', 'Facebook', 'Instagram', 'Email']",No,"[[-32, 'Withdrawal', 2998.34], [-25, 'Deposit', 9329.84]]",yes,no,married,services,No,No
7294,69,Male,6252,8458,632,Primary,"['Facebook', 'Twitter', 'Instagram']",Yes,"[[-34, 'Withdrawal', 360.54]]",yes,no,married,blue-collar,Yes,Yes
7295,51,Female,8494,7400,403,Postgrad,"['Facebook', 'Twitter', 'Email']",Yes,"[[-58, 'Deposit', 704.55], [-32, 'Withdrawal', 3143.64]]",yes,no,married,blue-collar,No,Yes
7296,34,Male,6492,6622,168,Primary,"['Twitter', 'Email']",Yes,[],yes,no,married,blue-collar,Yes,Yes
7297,47,Male,8508,3344,992,Secondary,"['Facebook', 'Instagram', 'Email']",No,"[[-39, 'Deposit', 6145.35], [-15, 'Withdrawal', 3119.6], [-14, 'Deposit', 8134.08]]",yes,no,married,services,No,Yes
7298,44,Male,7048,1317,627,Tertiary,"['Facebook', 'Email']",No,"[[-33, 'Withdrawal', 4563.17], [-29, 'Deposit', 4782.12], [-20, 'Deposit', 5668.77], [-17, 'Withdrawal', 3948.69]]",yes,no,married,admin.,Yes,No
7299,43,Male,3531,4646,769,Secondary,"['Facebook', 'Twitter', 'Instagram']",Yes,"[[-44, 'Deposit', 4208.64], [-15, 'Deposit', 2171.13], [-12, 'Deposit', 3105.43], [-10, 'Deposit', 3175.37]]",yes,no,divorced,blue-collar,No,No
7300,67,Female,4566,7739,768,Tertiary,"['Instagram', 'Twitter']",No,"[[-53, 'Withdrawal', 1394.79], [-40, 'Withdrawal', 3545.01], [-27, 'Deposit', 6416.55], [-20, 'Deposit', 1496.03], [-16, 'Deposit', 9306.79], [-7, 'Deposit', 7692.56]]",yes,no,married,management,No,Yes
7301,46,Male,10109,7487,654,Postgrad,"['Instagram', 'Twitter']",Yes,"[[-48, 'Withdrawal', 2882.63], [-45, 'Withdrawal', 3773.74], [-20, 'Withdrawal', 191.73], [-12, 'Withdrawal', 1887.46], [-8, 'Deposit', 6716.14], [-5, 'Withdrawal', 4099.3]]",yes,no,married,blue-collar,No,Yes
7302,62,Male,4015,9148,764,Tertiary,"['Instagram', 'Facebook', 'Twitter']",No,"[[-40, 'Withdrawal', 193.2], [-25, 'Deposit', 1479.89], [-10, 'Withdrawal', 4697.84], [-7, 'Deposit', 7286.77], [-5, 'Deposit', 5439.77]]",yes,no,married,blue-collar,No,No
7303,57,Male,5956,263,128,Primary,"['Instagram', 'Email']",No,"[[-60, 'Deposit', 9816.83], [-58, 'Withdrawal', 4999.37], [-42, 'Deposit', 2588.07]]",yes,no,married,services,No,No
7304,23,Female,6411,8088,11,Primary,"['Instagram', 'Facebook']",No,"[[-43, 'Withdrawal', 57.9]]",yes,yes,single,technician,No,Yes
7305,42,Male,14508,3403,804,Primary,"['Twitter', 'Instagram', 'Facebook']",No,"[[-59, 'Withdrawal', 1035.23], [-37, 'Withdrawal', 496.25], [-16, 'Withdrawal', 692.32], [-12, 'Withdrawal', 1304.03], [-6, 'Deposit', 1923.52]]",yes,no,married,technician,Yes,No
7306,28,Male,4565,2076,879,Tertiary,"['Twitter', 'Instagram', 'Email']",No,"[[-57, 'Deposit', 2394.8], [-22, 'Deposit', 2296.38], [-14, 'Deposit', 4880.24], [-8, 'Deposit', 5998.99], [-5, 'Withdrawal', 280.7]]",yes,no,married,blue-collar,No,No
7307,48,Male,6782,9594,645,Secondary,['Instagram'],No,"[[-49, 'Deposit', 2161.44], [-48, 'Deposit', 4653.36], [-20, 'Deposit', 7546.68], [-11, 'Deposit', 7497.52]]",yes,yes,married,management,Yes,No
7308,37,Male,7343,3511,668,Secondary,['Instagram'],Yes,"[[-40, 'Withdrawal', 286.15], [-26, 'Deposit', 2440.12], [-4, 'Deposit', 1220.32]]",yes,no,married,admin.,No,No
7309,54,Male,11988,9152,683,Secondary,"['Instagram', 'Twitter', 'Facebook']",Yes,"[[-43, 'Withdrawal', 2175.98], [-27, 'Deposit', 4462.69], [-17, 'Withdrawal', 3066.69], [-8, 'Deposit', 692.3]]",yes,no,married,blue-collar,Yes,No
7310,65,Female,4661,8174,395,Secondary,"['Twitter', 'Instagram', 'Facebook', 'Email']",No,"[[-59, 'Withdrawal', 1183.92], [-55, 'Withdrawal', 1958.94], [-37, 'Withdrawal', 4442.12], [-33, 'Deposit', 294.84], [-22, 'Deposit', 1726.06]]",yes,no,single,technician,Yes,Yes
7311,56,Female,8425,2979,950,Postgrad,"['Facebook', 'Twitter', 'Instagram', 'Email']",Yes,"[[-18, 'Withdrawal', 4095.34]]",yes,no,married,admin.,Yes,No
7312,62,Male,14905,1822,941,Postgrad,"['Facebook', 'Instagram', 'Twitter']",Yes,"[[-60, 'Withdrawal', 4499.21], [-48, 'Withdrawal', 2690.3], [-33, 'Withdrawal', 1776.6], [-26, 'Deposit', 2714.09], [-13, 'Withdrawal', 336.02]]",yes,no,married,blue-collar,No,Yes
7313,26,Male,5449,9799,866,Secondary,['Facebook'],No,"[[-53, 'Withdrawal', 1111.04]]",yes,no,single,admin.,No,No
7314,30,Female,7154,5384,736,Secondary,"['Facebook', 'Email']",No,"[[-43, 'Deposit', 9881.71], [-32, 'Deposit', 6199.86]]",yes,no,married,blue-collar,No,No
7315,23,Male,12639,7787,664,Postgrad,"['Facebook', 'Instagram', 'Twitter']",Yes,"[[-54, 'Deposit', 6514.5], [-48, 'Withdrawal', 2862.47], [-42, 'Withdrawal', 410.87], [-10, 'Withdrawal', 4430.62]]",yes,no,single,admin.,No,No
7316,68,Male,5671,2010,248,Primary,"['Facebook', 'Instagram']",No,"[[-40, 'Deposit', 7355.93], [-12, 'Deposit', 785.7]]",yes,yes,single,blue-collar,No,No
7317,58,Female,14733,5419,576,Primary,"['Instagram', 'Facebook', 'Email']",Yes,"[[-60, 'Withdrawal', 1475.91], [-48, 'Withdrawal', 4095.76], [-34, 'Withdrawal', 2990.99], [-22, 'Deposit', 8054.56], [-9, 'Deposit', 2768.06]]",yes,no,married,admin.,No,No
7318,27,Female,7761,6101,977,Postgrad,['Twitter'],Yes,"[[-49, 'Withdrawal', 1273.22], [-28, 'Deposit', 4778.34]]",yes,no,divorced,admin.,Yes,Yes
7319,23,Female,12448,8110,494,Secondary,"['Instagram', 'Facebook', 'Email']",No,"[[-60, 'Deposit', 8382.12], [-59, 'Deposit', 4694.37], [-50, 'Deposit', 1414.26], [-37, 'Withdrawal', 2230.26], [-19, 'Withdrawal', 3320.24], [-9, 'Withdrawal', 236.65]]",yes,no,divorced,management,Yes,Yes
7320,60,Male,7926,4378,64,Secondary,"['Facebook', 'Twitter', 'Email']",No,"[[-58, 'Withdrawal', 4688.57], [-22, 'Withdrawal', 946.08], [-6, 'Withdrawal', 2162.73]]",yes,no,single,management,No,Yes
7321,45,Female,8743,3192,246,Tertiary,"['Instagram', 'Facebook', 'Twitter']",No,"[[-36, 'Deposit', 6363.23]]",yes,no,married,services,Yes,Yes
7322,25,Female,3057,2791,724,Postgrad,"['Instagram', 'Facebook', 'Twitter']",No,"[[-48, 'Withdrawal', 4790.09], [-28, 'Withdrawal', 3363.33], [-19, 'Deposit', 193.27], [-17, 'Deposit', 7555.91], [-8, 'Deposit', 7010.06], [-4, 'Deposit', 9968.91]]",yes,no,married,management,No,No
7323,36,Female,12588,1770,325,Tertiary,"['Instagram', 'Facebook']",No,"[[-42, 'Withdrawal', 4229.18], [-32, 'Deposit', 1640.95], [-31, 'Deposit', 4980.96]]",yes,yes,married,blue-collar,No,Yes
7324,25,Male,12301,7810,582,Tertiary,"['Facebook', 'Instagram']",No,"[[-46, 'Withdrawal', 4143.14], [-45, 'Withdrawal', 2384.03], [-33, 'Withdrawal', 943.45], [-10, 'Withdrawal', 560.09], [-6, 'Deposit', 6117.25]]",yes,no,married,management,No,Yes
7325,64,Female,9799,206,973,Secondary,"['Twitter', 'Instagram', 'Facebook']",No,"[[-33, 'Withdrawal', 1308.02], [-29, 'Withdrawal', 866.68], [-26, 'Deposit', 5526.91], [-17, 'Withdrawal', 1194.36], [-14, 'Deposit', 6081.34], [-8, 'Deposit', 2403.98]]",yes,no,single,blue-collar,Yes,No
7326,46,Female,12493,3279,807,Postgrad,"['Facebook', 'Email']",No,"[[-60, 'Withdrawal', 4726.32], [-49, 'Withdrawal', 4839.9], [-43, 'Deposit', 7877.5], [-35, 'Deposit', 6273.93], [-8, 'Withdrawal', 1648.59]]",yes,no,married,management,No,Yes
7327,42,Male,13810,8888,975,Tertiary,"['Facebook', 'Email']",Yes,"[[-45, 'Deposit', 8469.13], [-19, 'Withdrawal', 463.93], [-2, 'Withdrawal', 1871.27]]",yes,yes,married,blue-collar,No,Yes
7328,52,Male,5051,512,238,Postgrad,['Facebook'],No,"[[-17, 'Deposit', 1601.69]]",yes,no,married,services,Yes,No
7329,33,Female,3571,8927,658,Tertiary,"['Twitter', 'Facebook', 'Email']",Yes,"[[-32, 'Withdrawal', 4388.95], [-21, 'Deposit', 4767.77], [-2, 'Deposit', 921.14]]",yes,no,married,admin.,No,Yes
7330,26,Male,7720,8107,828,Secondary,"['Facebook', 'Email']",Yes,"[[-4, 'Deposit', 9147.25]]",yes,no,married,management,Yes,Yes
7331,22,Female,11461,2702,842,Secondary,"['Instagram', 'Email']",Yes,"[[-8, 'Withdrawal', 2186.16], [-6, 'Withdrawal', 445.25]]",yes,no,married,unemployed,No,No
7332,47,Female,13497,9469,496,Secondary,['Twitter'],Yes,[],yes,no,married,management,No,No
7333,66,Female,10542,757,537,Tertiary,"['Facebook', 'Twitter', 'Email']",Yes,"[[-59, 'Withdrawal', 1903.77], [-48, 'Withdrawal', 1755.6], [-30, 'Withdrawal', 424.42], [-25, 'Withdrawal', 3153.06], [-11, 'Withdrawal', 3667.23], [-8, 'Deposit', 4465.68]]",yes,no,married,management,No,No
7334,36,Male,10451,8046,676,Primary,"['Twitter', 'Instagram', 'Email']",Yes,"[[-40, 'Withdrawal', 1781.93], [-39, 'Withdrawal', 1172.66], [-23, 'Deposit', 104.95]]",no,no,married,blue-collar,No,Yes
7335,30,Female,10635,2479,285,Primary,"['Facebook', 'Instagram', 'Twitter', 'Email']",No,"[[-46, 'Withdrawal', 3163.81]]",yes,no,single,management,Yes,Yes
7336,57,Female,7089,3483,634,Primary,"['Instagram', 'Twitter']",Yes,"[[-55, 'Deposit', 1496.84], [-52, 'Withdrawal', 2985.15], [-34, 'Withdrawal', 258.08], [-15, 'Withdrawal', 3552.29]]",yes,no,married,management,No,Yes
7337,56,Female,5349,4445,895,Secondary,"['Instagram', 'Twitter']",Yes,[],yes,no,divorced,admin.,Yes,No
7338,44,Male,11688,9916,415,Primary,"['Facebook', 'Twitter']",Yes,"[[-55, 'Deposit', 9210.83]]",yes,no,married,blue-collar,No,No
7339,25,Female,8325,9949,859,Primary,"['Twitter', 'Instagram', 'Facebook']",Yes,"[[-58, 'Deposit', 4992.74], [-47, 'Deposit', 330.96], [-28, 'Withdrawal', 202.28], [-15, 'Withdrawal', 3882.53], [-14, 'Withdrawal', 1719.91], [-8, 'Deposit', 8379.71]]",yes,no,married,entrepreneur,No,No
7340,61,Female,9237,3992,598,Secondary,"['Instagram', 'Twitter', 'Facebook', 'Email']",Yes,"[[-50, 'Withdrawal', 3378.61], [-42, 'Deposit', 134.93], [-28, 'Deposit', 8186.64]]",yes,no,married,technician,No,No
7341,46,Male,5670,7090,378,Postgrad,['Twitter'],Yes,"[[-32, 'Withdrawal', 4847.77]]",yes,no,married,admin.,No,Yes
7342,44,Male,10741,3145,552,Secondary,"['Facebook', 'Twitter', 'Instagram']",Yes,"[[-39, 'Withdrawal', 2411.42], [-24, 'Deposit', 5002.84], [-7, 'Withdrawal', 368.74]]",yes,no,single,student,Yes,Yes
7343,68,Male,4734,3106,446,Secondary,"['Twitter', 'Instagram', 'Facebook']",Yes,"[[-34, 'Deposit', 4232.87]]",yes,no,married,blue-collar,Yes,Yes
7344,52,Male,9535,6737,844,Tertiary,['Instagram'],Yes,"[[-28, 'Deposit', 3522.76], [-17, 'Withdrawal', 590.45], [-5, 'Withdrawal', 4765.24]]",yes,no,divorced,technician,Yes,Yes
7345,39,Male,9729,3261,203,Secondary,"['Twitter', 'Instagram', 'Facebook', 'Email']",Yes,"[[-56, 'Withdrawal', 2605.66], [-44, 'Withdrawal', 3506.32], [-37, 'Withdrawal', 1465.64], [-25, 'Withdrawal', 1797.99], [-6, 'Deposit', 9458.92]]",yes,no,single,blue-collar,Yes,No
7346,25,Male,12680,6522,713,Postgrad,"['Instagram', 'Twitter', 'Facebook', 'Email']",Yes,"[[-48, 'Withdrawal', 1283.3], [-45, 'Deposit', 2231.61]]",yes,yes,married,management,No,Yes
7347,61,Male,11260,1522,260,Tertiary,['Facebook'],No,"[[-56, 'Deposit', 4463.05], [-55, 'Withdrawal', 2237.66], [-27, 'Withdrawal', 643.3], [-18, 'Withdrawal', 4017.35], [-3, 'Deposit', 6529.1]]",yes,no,divorced,technician,No,No
7348,32,Male,5819,8159,913,Secondary,['Facebook'],Yes,"[[-27, 'Deposit', 1548.95], [-3, 'Deposit', 6058.33]]",yes,yes,married,technician,Yes,No
7349,29,Female,5601,4464,647,Tertiary,"['Instagram', 'Facebook', 'Twitter']",Yes,"[[-56, 'Withdrawal', 4131.14], [-51, 'Withdrawal', 3285.6], [-33, 'Withdrawal', 1905.56], [-31, 'Withdrawal', 2133.64], [-12, 'Deposit', 2609.32]]",yes,no,married,admin.,No,Yes
7350,58,Female,7123,2628,97,Postgrad,"['Instagram', 'Twitter', 'Email']",Yes,"[[-59, 'Deposit', 8476.52], [-26, 'Withdrawal', 664.74], [-20, 'Withdrawal', 261.55], [-17, 'Withdrawal', 2015.59], [-3, 'Withdrawal', 2048.67]]",no,no,married,blue-collar,No,No
7351,44,Female,14942,162,729,Tertiary,"['Facebook', 'Twitter', 'Instagram']",Yes,"[[-57, 'Withdrawal', 683.58], [-16, 'Withdrawal', 4917.2]]",yes,yes,divorced,admin.,No,Yes
7352,37,Male,4576,4445,27,Postgrad,"['Twitter', 'Instagram', 'Email']",Yes,"[[-52, 'Deposit', 2830.63], [-48, 'Deposit', 1051.35], [-40, 'Withdrawal', 3793.42], [-32, 'Deposit', 8037.39], [-30, 'Deposit', 3299.06], [-19, 'Withdrawal', 1357.58]]",yes,no,married,services,No,Yes
7353,45,Male,9310,3398,414,Postgrad,"['Facebook', 'Twitter', 'Instagram']",No,[],yes,no,single,services,Yes,Yes
7354,49,Male,10718,9739,492,Postgrad,['Instagram'],No,"[[-56, 'Deposit', 1562.69], [-33, 'Withdrawal', 4169.85], [-28, 'Deposit', 4558.8], [-11, 'Withdrawal', 4678.87], [-2, 'Deposit', 4595.93]]",yes,no,married,management,No,No
7355,41,Male,7604,4689,567,Secondary,"['Instagram', 'Email']",No,"[[-59, 'Deposit', 5995.85], [-53, 'Withdrawal', 1101.27], [-36, 'Withdrawal', 4867.23], [-21, 'Withdrawal', 3754.29], [-13, 'Deposit', 5279.46], [-8, 'Deposit', 667.27]]",yes,yes,single,blue-collar,No,Yes
7356,39,Male,8032,3754,337,Tertiary,"['Instagram', 'Twitter', 'Facebook', 'Email']",Yes,"[[-9, 'Withdrawal', 2100.98]]",yes,no,married,blue-collar,Yes,Yes
7357,52,Male,3021,7528,425,Postgrad,"['Twitter', 'Facebook', 'Email']",No,"[[-59, 'Withdrawal', 3183.42], [-56, 'Deposit', 2544.37], [-54, 'Deposit', 1404.18], [-29, 'Withdrawal', 4173.67], [-6, 'Deposit', 4884.96]]",yes,yes,married,management,Yes,Yes
7358,64,Female,7187,4780,664,Secondary,"['Twitter', 'Facebook', 'Instagram']",Yes,"[[-4, 'Withdrawal', 234.15]]",yes,no,married,blue-collar,Yes,Yes
7359,37,Female,13379,6680,575,Postgrad,"['Twitter', 'Facebook', 'Email']",No,"[[-57, 'Deposit', 4805.59], [-44, 'Deposit', 1001.85], [-21, 'Withdrawal', 552.83], [-15, 'Withdrawal', 1449.23], [-14, 'Withdrawal', 4507.5]]",yes,no,divorced,management,Yes,No
7360,33,Male,4031,4349,60,Primary,"['Twitter', 'Facebook', 'Email']",No,"[[-9, 'Withdrawal', 4604.47]]",yes,no,married,management,No,Yes
7361,57,Male,3510,5006,602,Primary,"['Instagram', 'Facebook', 'Email']",No,"[[-18, 'Withdrawal', 1307.44]]",yes,no,married,technician,No,Yes
7362,68,Male,9775,591,898,Primary,"['Instagram', 'Email']",Yes,"[[-49, 'Deposit', 3222.89], [-47, 'Deposit', 2965.47], [-41, 'Deposit', 6145.69], [-40, 'Deposit', 1185.84], [-39, 'Deposit', 1538.71], [-13, 'Withdrawal', 4966.24]]",yes,no,divorced,management,Yes,No
7363,39,Male,10248,2951,35,Secondary,"['Twitter', 'Email']",Yes,[],yes,no,married,technician,No,Yes
7364,65,Female,4456,821,638,Primary,"['Facebook', 'Twitter', 'Instagram']",Yes,"[[-48, 'Withdrawal', 1807.36], [-25, 'Withdrawal', 3600.24], [-17, 'Withdrawal', 4586.88], [-7, 'Withdrawal', 3624.42]]",yes,no,married,admin.,Yes,No
7365,48,Male,12515,9889,662,Secondary,"['Facebook', 'Instagram']",No,[],no,no,married,technician,Yes,Yes
7366,58,Female,3728,7435,979,Tertiary,"['Twitter', 'Facebook', 'Instagram', 'Email']",Yes,"[[-60, 'Withdrawal', 855.57], [-58, 'Withdrawal', 3625.41], [-51, 'Withdrawal', 4260.34], [-27, 'Deposit', 9110.8], [-20, 'Deposit', 8226.52], [-5, 'Deposit', 8822.19]]",yes,no,single,blue-collar,Yes,No
7367,54,Male,13060,2731,137,Primary,"['Facebook', 'Instagram']",No,"[[-50, 'Withdrawal', 1847.19], [-39, 'Deposit', 1383.44], [-17, 'Withdrawal', 3702.74], [-10, 'Deposit', 9342.94]]",yes,no,single,student,Yes,No
7368,56,Female,10321,9172,427,Primary,"['Instagram', 'Email']",No,"[[-59, 'Deposit', 7825.79], [-43, 'Deposit', 2823.92], [-39, 'Deposit', 7549.55], [-36, 'Deposit', 5506.06], [-33, 'Deposit', 9652.95]]",yes,no,single,unknown,Yes,Yes
7369,69,Female,3481,7822,501,Postgrad,"['Twitter', 'Instagram', 'Email']",No,"[[-13, 'Withdrawal', 2666.05]]",yes,no,divorced,admin.,No,Yes
7370,46,Male,13295,4664,609,Postgrad,"['Twitter', 'Instagram', 'Facebook', 'Email']",No,"[[-49, 'Deposit', 978.3], [-47, 'Deposit', 2601.35], [-18, 'Withdrawal', 3200.98]]",yes,no,married,technician,No,No
7371,69,Female,13021,296,214,Primary,"['Instagram', 'Twitter', 'Email']",No,"[[-46, 'Deposit', 369.25], [-33, 'Deposit', 4846.36], [-20, 'Withdrawal', 2031.37]]",yes,no,married,blue-collar,Yes,Yes
7372,43,Male,3049,9110,666,Primary,"['Instagram', 'Twitter']",Yes,"[[-57, 'Deposit', 4117.35], [-48, 'Deposit', 6530.39], [-44, 'Deposit', 3416.7], [-23, 'Deposit', 4505.14], [-8, 'Withdrawal', 1859.33], [-4, 'Withdrawal', 1375.87]]",yes,yes,divorced,management,No,No
7373,42,Male,10601,9519,269,Tertiary,"['Facebook', 'Twitter']",Yes,"[[-46, 'Deposit', 1383.51], [-31, 'Withdrawal', 213.61], [-25, 'Withdrawal', 3951.75], [-13, 'Deposit', 6935.35]]",yes,no,married,technician,No,No
7374,56,Male,9460,2919,540,Primary,"['Facebook', 'Instagram', 'Email']",Yes,[],yes,no,married,management,Yes,Yes
7375,58,Male,7655,611,955,Secondary,"['Twitter', 'Facebook', 'Instagram', 'Email']",Yes,"[[-53, 'Withdrawal', 3916.38], [-44, 'Deposit', 3554.03], [-22, 'Deposit', 2906.48], [-15, 'Withdrawal', 4450.22], [-7, 'Deposit', 1264.58]]",yes,yes,married,entrepreneur,Yes,Yes
7376,24,Male,12803,7381,662,Postgrad,['Twitter'],Yes,"[[-58, 'Withdrawal', 4288.92], [-33, 'Withdrawal', 499.6]]",no,yes,single,admin.,Yes,Yes
7377,25,Female,6543,9415,44,Secondary,"['Instagram', 'Facebook', 'Twitter']",No,"[[-47, 'Withdrawal', 4455.5], [-37, 'Withdrawal', 575.8], [-31, 'Deposit', 2442.81], [-28, 'Deposit', 9205.77], [-27, 'Withdrawal', 359.1], [-17, 'Withdrawal', 4591.59]]",yes,no,married,blue-collar,Yes,Yes
7378,22,Female,3269,6565,107,Primary,"['Instagram', 'Facebook']",No,"[[-51, 'Deposit', 8327.33], [-48, 'Withdrawal', 4597.93], [-43, 'Deposit', 4505.21], [-35, 'Deposit', 9929.88], [-20, 'Deposit', 279.12]]",yes,no,married,management,No,No
7379,36,Male,10610,9815,290,Secondary,['Facebook'],Yes,"[[-51, 'Deposit', 9346.9], [-41, 'Withdrawal', 2249.28], [-40, 'Withdrawal', 3237.68], [-39, 'Withdrawal', 2235.49], [-13, 'Deposit', 8284.03]]",yes,no,married,blue-collar,No,Yes
7380,66,Female,8119,2751,373,Secondary,"['Twitter', 'Facebook']",No,"[[-55, 'Deposit', 7628.64], [-47, 'Withdrawal', 2740.67], [-46, 'Withdrawal', 4444.23], [-34, 'Withdrawal', 3246.18], [-7, 'Deposit', 3009.92], [-3, 'Withdrawal', 1227.8]]",yes,no,divorced,blue-collar,Yes,No
7381,26,Female,10875,7360,970,Primary,['Instagram'],Yes,"[[-33, 'Withdrawal', 1634.9], [-32, 'Deposit', 4451.22], [-29, 'Withdrawal', 2818.05], [-20, 'Deposit', 4401.72], [-19, 'Deposit', 5589.44], [-16, 'Withdrawal', 778.33]]",yes,no,married,technician,No,No
7382,64,Female,8837,2777,319,Postgrad,"['Facebook', 'Twitter', 'Instagram', 'Email']",No,[],yes,no,married,management,No,Yes
7383,37,Female,10431,1571,357,Tertiary,"['Instagram', 'Facebook', 'Twitter']",No,"[[-56, 'Withdrawal', 1041.09], [-33, 'Withdrawal', 3282.48], [-22, 'Withdrawal', 2920.98], [-21, 'Withdrawal', 4189.87], [-19, 'Withdrawal', 4242.65], [-2, 'Deposit', 4825.77]]",yes,no,married,technician,No,Yes
7384,66,Female,11781,2313,771,Postgrad,"['Twitter', 'Instagram', 'Facebook']",No,"[[-49, 'Withdrawal', 3251.76], [-29, 'Deposit', 2253.58], [-23, 'Withdrawal', 4628.4], [-14, 'Withdrawal', 1569.3], [-10, 'Deposit', 6033.41]]",yes,no,married,blue-collar,Yes,No
7385,37,Female,8777,9546,572,Secondary,['Instagram'],No,"[[-48, 'Deposit', 8216.06]]",yes,no,single,management,Yes,No
7386,55,Female,4257,6145,429,Primary,"['Facebook', 'Twitter']",No,"[[-19, 'Withdrawal', 4849.63], [-3, 'Withdrawal', 2515.32]]",no,no,married,admin.,Yes,Yes
7387,50,Female,11342,6280,995,Primary,"['Twitter', 'Instagram', 'Facebook', 'Email']",Yes,"[[-55, 'Withdrawal', 2224.28], [-51, 'Deposit', 4145.66], [-24, 'Deposit', 2272.29], [-15, 'Withdrawal', 699.88]]",yes,no,single,student,Yes,Yes
7388,60,Female,3306,318,799,Primary,"['Twitter', 'Email']",No,"[[-49, 'Deposit', 8770.06], [-45, 'Withdrawal', 2602.77], [-44, 'Deposit', 7923.46]]",yes,no,married,blue-collar,Yes,No
7389,63,Female,5053,3104,855,Postgrad,"['Twitter', 'Facebook', 'Instagram']",No,"[[-54, 'Withdrawal', 348.27], [-26, 'Deposit', 4413.8], [-25, 'Deposit', 8905.37], [-22, 'Withdrawal', 120.36], [-7, 'Withdrawal', 3771.09]]",yes,yes,married,entrepreneur,No,No
7390,59,Female,9204,6425,302,Postgrad,['Twitter'],No,"[[-50, 'Withdrawal', 2121.62], [-17, 'Deposit', 6890.9], [-3, 'Withdrawal', 1020.4]]",no,no,single,blue-collar,No,Yes
