customer_id,age,gender,annual_income,education_level,bank_signup_date,loyalty_program,loyalty_points,loyalty_last_active,bank_last_active,acquisition_channel,customer_acquisition_cost,yearly_average_customer_revenue,customer_tenure_days
CUST002735,62,Female,148541,Master,2018-03-24,1,1758,2025-01-07,2025-03-07,Branch,309.02,14583.14,2564
CUST002736,72,Male,42175,Bachelor,2022-08-26,1,185,2025-02-04,2025-03-12,Referral,91.28,2495.81,948
CUST002737,58,Male,46514,Bachelor,2023-08-12,1,93,2025-03-22,2025-03-11,Direct Mail,554.86,1386.51,597
CUST002738,35,Female,65268,Bachelor,2018-04-30,0,0,,2025-03-05,Referral,66.96,7964.55,2527
CUST002739,49,Male,119631,Associate,2018-03-19,1,611,2025-01-14,2025-03-26,Branch,363.69,11458.44,2569
CUST002740,53,Male,84294,Bachelor,2019-07-10,0,0,,2025-03-05,Branch,399.53,4041.45,2091
CUST002741,28,Female,67678,Bachelor,2024-04-06,1,94,2025-02-22,2025-03-04,Branch,476.71,1331.98,359
CUST002742,49,Female,69336,Bachelor,2018-06-11,1,453,2025-02-14,2024-09-17,Online,241.26,3791.74,2485
CUST002743,54,Female,56209,Bachelor,2018-10-07,1,267,2022-10-23,2025-01-14,Referral,134.24,5463.95,2367
CUST002744,21,Female,72704,High School,2016-12-15,1,497,2022-09-13,2025-03-18,Branch,251.53,8482.57,3028
CUST002745,56,Male,15526,Associate,2020-07-31,1,105,2025-01-29,2025-03-28,Online,111.61,1434.94,1704
CUST002746,44,Female,47419,Bachelor,2024-11-28,0,0,,2024-12-16,Online,146.54,254.61,123
CUST002747,84,Female,62053,Associate,2021-07-09,0,0,,2025-03-25,Affiliate,169.44,3499.7,1361
CUST002748,83,Female,30933,Bachelor,2018-04-30,1,400,2024-12-10,2025-03-16,Online,192.85,3506.47,2527
CUST002749,42,Female,66719,Associate,2022-05-13,1,258,2025-01-29,2025-01-13,Branch,447.58,2196.53,1053
CUST002750,68,Female,49654,High School,2023-04-20,1,136,2025-03-23,2025-03-18,Online,174.82,1677.5,711
CUST002751,55,Female,132299,Associate,2018-10-13,0,0,,2025-03-03,Branch,444.15,8966.02,2361
CUST002752,24,Female,120764,PhD,2018-02-24,1,1542,2025-02-14,2025-03-31,Branch,385.91,15201.0,2592
CUST002753,48,Male,43572,High School,2019-11-16,1,166,2025-02-17,2025-03-21,Branch,283.85,4346.18,1962
CUST002754,81,Male,51004,Bachelor,2017-06-28,1,607,2025-03-07,2025-03-26,Affiliate,285.55,4577.48,2833
CUST002755,67,Male,53003,Bachelor,2024-02-23,0,0,,2025-03-24,Online,328.47,1030.03,402
CUST002756,32,Male,43881,High School,2021-01-05,1,245,2025-02-20,2025-03-30,Branch,375.43,2870.08,1546
CUST002757,48,Female,60633,Bachelor,2024-11-28,1,31,2024-04-15,2024-12-14,Branch,252.01,421.25,123
CUST002758,81,Male,37644,Bachelor,2016-10-31,0,0,,2025-03-21,Online,139.22,6312.6,3073
CUST002759,27,Female,31250,Bachelor,2018-06-03,0,0,,2025-03-14,Online,339.28,5401.01,2493
CUST002760,85,Male,75090,Master,2015-04-05,0,0,,2025-03-15,Affiliate,211.82,9326.8,3648
CUST002761,19,Female,75346,Associate,2016-04-22,1,764,2025-03-10,2025-03-28,Referral,67.33,7088.89,3265
CUST002762,64,Female,36788,High School,2017-10-30,0,0,,2025-03-19,Online,339.35,5773.26,2709
CUST002763,58,Female,86057,Master,2020-10-19,0,0,,2025-03-21,Online,161.17,6079.86,1624
CUST002764,34,Male,40106,Associate,2018-12-22,0,0,,2025-03-07,Referral,56.72,4451.19,2291
CUST002765,67,Female,62421,Bachelor,2019-06-07,0,0,,2025-03-05,Direct Mail,303.89,4813.69,2124
CUST002766,71,Female,82889,Bachelor,2015-06-26,0,0,,2025-03-09,Online,193.56,6292.89,3566
CUST002767,64,Male,54083,Associate,2023-01-01,1,121,2025-03-30,2025-03-31,Online,262.99,2201.28,820
CUST002768,40,Male,69041,Bachelor,2015-08-19,1,918,2025-03-19,2025-03-02,Direct Mail,365.98,9192.7,3512
CUST002769,78,Male,42483,High School,2023-05-10,0,0,,2025-03-26,Online,313.38,1181.43,691
CUST002770,27,Female,49854,Associate,2020-01-12,1,516,2025-03-13,2024-06-29,Branch,217.81,4349.78,1905
CUST002771,20,Female,49620,High School,2021-01-10,1,349,2022-09-02,2025-03-02,Direct Mail,466.37,2435.19,1541
CUST002772,26,Female,37865,Master,2017-01-21,1,349,2024-08-14,2025-03-01,Branch,418.82,6540.4,2991
CUST002773,19,Male,50347,High School,2015-05-11,0,0,,2025-02-11,Branch,496.79,7740.33,3612
CUST002774,51,Male,25356,Bachelor,2022-06-25,1,55,2024-01-29,2025-03-07,Referral,78.37,1609.88,1010
CUST002775,45,Female,43023,Master,2023-03-15,0,0,,2025-02-09,Referral,129.62,1250.32,747
CUST002776,23,Female,47698,Bachelor,2019-11-14,0,0,,2025-03-16,Online,270.74,2464.2,1964
CUST002777,25,Female,48387,Bachelor,2017-03-04,1,257,2025-03-28,2025-03-27,Referral,53.34,2706.74,2949
CUST002778,68,Female,48744,Bachelor,2022-12-04,1,209,2025-01-25,2025-03-23,Online,313.83,1771.84,848
CUST002779,82,Female,53327,Associate,2021-07-19,1,186,2025-03-04,2025-03-28,Online,245.22,3964.8,1351
CUST002780,54,Female,69899,Bachelor,2023-09-05,1,131,2025-01-10,2025-03-12,Online,303.29,1054.05,573
CUST002781,82,Female,85165,Bachelor,2021-11-17,1,531,2025-01-24,2025-03-28,Online,302.13,3767.26,1230
CUST002782,71,Female,39743,PhD,2024-06-09,1,21,2024-06-23,2025-03-18,Online,171.21,439.53,295
CUST002783,72,Female,30136,Master,2024-10-26,0,0,,2025-03-21,Online,295.84,163.58,156
CUST002784,69,Female,32665,Master,2022-11-05,1,150,2025-03-28,2025-03-11,Online,255.95,1432.81,877
CUST002785,28,Female,43108,Master,2018-09-09,0,0,,2025-03-30,Branch,426.52,2782.54,2395
CUST002786,37,Female,46125,Bachelor,2019-12-30,1,297,2025-02-02,2025-01-04,Branch,273.68,4368.47,1918
CUST002787,53,Male,37424,Bachelor,2020-01-07,0,0,,2025-03-25,Direct Mail,556.3,3749.62,1910
CUST002788,28,Male,28768,Master,2022-06-02,1,70,2024-06-07,2025-03-09,Direct Mail,353.09,1371.7,1033
CUST002789,57,Female,43784,Associate,2017-07-01,0,0,,2025-02-10,Branch,273.89,3258.84,2830
CUST002790,28,Male,60222,PhD,2018-05-27,0,0,,2025-03-23,Branch,475.74,6063.83,2500
CUST002791,83,Female,74057,Bachelor,2020-03-10,0,0,,2025-03-31,Referral,109.21,6564.75,1847
CUST002792,44,Male,41621,Bachelor,2022-06-15,1,142,2024-07-12,2025-03-06,Referral,63.23,1193.31,1020
CUST002793,37,Female,44738,Bachelor,2016-03-25,0,0,,2025-01-23,Direct Mail,534.15,8204.95,3293
CUST002794,59,Male,34604,PhD,2023-03-08,1,74,2025-01-12,2025-03-18,Online,106.66,1721.12,754
CUST002795,68,Female,54142,High School,2019-12-29,1,427,2025-02-01,2025-03-19,Online,241.08,5144.02,1919
CUST002796,26,Male,35985,Bachelor,2019-07-23,1,219,2025-02-15,2025-03-04,Referral,124.04,3686.47,2078
CUST002797,57,Female,73251,Bachelor,2017-12-21,1,301,2025-01-11,2025-02-24,Online,349.96,7130.49,2657
CUST002798,73,Male,22519,Associate,2023-12-02,1,37,2025-02-18,2025-03-16,Branch,269.15,627.4,485
CUST002799,48,Male,45948,Bachelor,2016-02-26,0,0,,2025-03-07,Online,131.58,5686.86,3321
CUST002800,25,Male,63936,Bachelor,2018-05-23,1,345,2025-02-23,2025-03-08,Online,341.48,5132.16,2504
CUST002801,49,Male,60295,Bachelor,2015-10-09,1,805,2025-02-12,2025-03-16,Online,167.37,3888.54,3461
CUST002802,29,Female,211420,Associate,2021-06-14,1,686,2025-03-25,2025-03-03,Branch,281.07,10373.18,1386
CUST002803,73,Male,65511,Bachelor,2015-05-21,0,0,,2023-12-14,Branch,248.51,10370.22,3602
CUST002804,32,Male,33291,Bachelor,2023-05-19,1,70,2024-04-10,2025-03-29,Online,244.95,1037.06,682
CUST002805,76,Female,52436,Bachelor,2022-06-03,1,207,2024-10-28,2025-01-10,Branch,333.3,2057.33,1032
CUST002806,25,Male,22628,High School,2019-12-25,0,0,,2025-03-15,Online,183.33,2621.97,1923
CUST002807,57,Female,52827,PhD,2017-01-25,1,537,2025-02-03,2025-03-27,Branch,379.53,7472.99,2987
CUST002808,40,Female,36263,Bachelor,2024-05-19,1,44,2024-04-25,2025-03-09,Branch,293.92,549.08,316
CUST002809,33,Female,86923,Bachelor,2025-02-01,1,22,2025-02-04,2025-03-23,Affiliate,368.64,203.37,58
CUST002810,19,Female,41786,Bachelor,2016-10-08,0,0,,2025-03-12,Online,250.29,5546.53,3096
CUST002811,35,Male,51880,Associate,2024-10-20,0,0,,2024-10-23,Referral,63.39,256.87,162
CUST002812,19,Male,40027,Bachelor,2017-07-08,1,268,2025-01-25,2024-03-12,Online,114.11,5607.89,2823
CUST002813,38,Female,131204,Bachelor,2017-07-29,1,1311,2025-03-27,2025-03-07,Referral,64.26,8266.49,2802
CUST002814,81,Male,46838,Bachelor,2020-08-10,1,0,2025-01-05,2025-03-14,Online,341.75,2756.7,1694
CUST002815,62,Female,137498,Bachelor,2015-06-11,0,0,,2025-03-11,Online,200.37,18868.88,3581
CUST002816,84,Female,82632,Bachelor,2019-05-04,0,0,,2024-12-09,Online,118.81,4436.96,2158
CUST002817,84,Female,69990,High School,2019-11-23,1,534,2025-01-20,2025-03-14,Direct Mail,410.93,4347.25,1955
CUST002818,51,Female,66135,Bachelor,2015-07-01,1,779,2022-08-29,2025-03-14,Online,247.0,10706.48,3561
CUST002819,39,Female,66969,High School,2020-11-04,0,0,,2025-03-01,Affiliate,219.46,4304.27,1608
CUST002820,65,Male,20978,High School,2024-05-17,0,0,,2025-03-02,Direct Mail,272.95,459.87,318
CUST002821,34,Female,47841,Master,2016-05-20,0,0,,2025-03-08,Direct Mail,255.21,7431.33,3237
CUST002822,52,Male,83924,Bachelor,2020-06-27,0,0,,2025-03-31,Affiliate,195.56,5901.31,1738
CUST002823,33,Female,53671,Bachelor,2022-04-01,0,0,,2025-03-04,Branch,432.46,2044.42,1095
CUST002824,21,Male,27241,Bachelor,2015-04-05,1,254,2025-01-26,2024-06-08,Branch,280.46,3925.0,3648
CUST002825,60,Male,53577,Master,2017-02-19,1,631,2024-01-22,2025-03-17,Online,123.23,6909.97,2962
CUST002826,72,Male,128944,Bachelor,2019-02-21,1,1413,2025-03-12,2025-03-05,Online,150.79,9653.11,2230
CUST002827,52,Female,102593,Bachelor,2023-10-23,0,0,,2025-03-14,Affiliate,262.03,1342.03,525
CUST002828,85,Male,53321,Associate,2017-02-20,1,492,2025-02-11,2025-03-27,Online,255.53,6921.07,2961
CUST002829,26,Female,88504,PhD,2016-06-16,1,740,2025-02-17,2025-03-28,Referral,129.68,5395.18,3210
CUST002830,51,Female,45790,Master,2018-05-11,1,439,2025-01-06,2025-03-23,Branch,375.79,6888.31,2516
CUST002831,27,Female,23462,Master,2017-11-28,1,137,2025-02-03,2025-03-29,Online,145.2,3224.07,2680
CUST002832,81,Male,34643,High School,2019-03-06,0,0,,2025-03-17,Direct Mail,406.22,4243.64,2217
CUST002833,76,Female,120154,Associate,2017-02-24,1,1036,2025-01-09,2025-03-23,Referral,120.3,9068.78,2957
CUST002834,83,Male,47958,Associate,2024-11-24,1,30,2025-02-25,2025-03-18,Branch,229.96,239.08,127
CUST002835,64,Female,48698,Associate,2020-03-31,0,0,,2025-03-15,Online,193.09,3180.7,1826
CUST002836,25,Female,47342,Master,2019-10-10,1,350,2025-03-13,2025-03-04,Direct Mail,502.89,5568.09,1999
CUST002837,81,Male,142508,High School,2015-11-19,0,0,,2025-03-28,Referral,62.81,10377.55,3420
CUST002838,39,Female,124003,High School,2017-01-09,0,0,,2025-03-06,Direct Mail,398.24,8375.18,3003
CUST002839,65,Female,166787,Associate,2024-06-30,0,0,,2025-03-24,Referral,145.08,1224.68,274
CUST002840,38,Male,50795,High School,2021-11-18,0,0,,2025-03-05,Referral,97.35,2820.77,1229
CUST002841,50,Female,63761,High School,2016-01-24,1,339,2025-03-13,2025-03-21,Online,137.79,6753.92,3354
CUST002842,31,Male,25764,Bachelor,2020-09-12,1,71,2025-03-06,2025-03-12,Online,313.26,3246.76,1661
CUST002843,32,Male,115099,Bachelor,2015-11-17,1,1501,2025-03-20,2025-03-26,Branch,388.87,14418.48,3422
CUST002844,47,Female,30674,High School,2015-12-11,1,477,2024-06-17,2025-03-02,Referral,89.86,5700.81,3398
CUST002845,83,Male,61296,Bachelor,2017-01-12,1,344,2023-06-22,2025-02-03,Online,195.77,6560.83,3000
CUST002846,18,Female,31775,Bachelor,2016-07-18,1,416,2025-02-09,2025-03-11,Online,324.32,4249.2,3178
CUST002847,23,Female,40972,High School,2024-09-19,0,0,,2025-03-19,Direct Mail,299.65,324.3,193
CUST002848,19,Female,36187,Bachelor,2021-02-02,1,279,2025-03-03,2025-03-01,Referral,52.54,1765.92,1518
CUST002849,49,Male,40584,Bachelor,2020-09-07,1,385,2025-03-26,2025-03-23,Online,255.2,1955.24,1666
CUST002850,23,Female,42004,Bachelor,2017-02-16,1,497,2024-02-14,2025-03-14,Branch,236.14,5211.07,2965
CUST002851,78,Female,41812,Bachelor,2019-06-06,1,372,2025-02-21,2025-03-18,Direct Mail,533.03,3915.49,2125
CUST002852,64,Female,83429,High School,2018-02-09,0,0,,2025-03-12,Direct Mail,330.0,4923.97,2607
CUST002853,67,Female,31655,PhD,2017-11-18,1,111,2025-03-30,2025-03-10,Direct Mail,251.58,3054.65,2690
CUST002854,37,Female,61411,Master,2020-03-25,0,0,,2025-03-14,Referral,109.31,6162.61,1832
CUST002855,40,Male,101120,Master,2020-05-11,1,1069,2025-03-14,2025-03-12,Direct Mail,480.95,7671.17,1785
CUST002856,22,Male,42552,High School,2016-05-02,1,416,2025-03-07,2025-03-06,Branch,463.81,5142.82,3255
CUST002857,71,Male,38412,Master,2023-10-10,1,54,2024-05-30,2025-01-01,Direct Mail,565.84,667.98,538
CUST002858,46,Male,49012,Master,2024-01-02,0,0,,2025-03-24,Online,178.85,671.52,454
CUST002859,59,Female,99205,Master,2023-07-13,1,208,2024-09-22,2025-01-15,Direct Mail,298.1,2125.35,627
CUST002860,49,Female,60605,High School,2015-09-01,1,1120,2025-02-06,2025-03-13,Online,115.27,6235.24,3499
CUST002861,71,Female,42170,Bachelor,2022-03-22,1,281,2023-10-27,2025-03-19,Branch,249.86,1990.62,1105
CUST002862,58,Male,70054,PhD,2016-08-31,0,0,,2025-03-09,Online,126.47,9088.06,3134
CUST002863,52,Female,31695,Bachelor,2015-11-29,0,0,,2025-03-12,Online,188.46,7492.55,3410
CUST002864,27,Male,77324,Bachelor,2018-08-31,1,701,2025-02-05,2025-03-14,Online,157.57,6725.25,2404
CUST002865,65,Female,67466,Master,2016-09-18,1,993,2022-09-17,2025-03-17,Online,182.97,10502.64,3116
CUST002866,33,Male,47154,Bachelor,2016-04-15,0,0,,2025-03-22,Branch,202.98,6034.46,3272
CUST002867,82,Female,36163,Bachelor,2023-11-30,0,0,,2025-03-02,Branch,228.23,563.98,487
CUST002868,24,Male,35303,Bachelor,2017-01-25,0,0,,2025-03-15,Branch,262.97,3066.02,2987
CUST002869,40,Female,71861,Master,2023-04-09,0,0,,2025-03-19,Online,292.97,2579.61,722
CUST002870,46,Female,101679,High School,2021-01-20,0,0,,2025-03-13,Affiliate,175.09,6292.75,1531
CUST002871,84,Female,39991,Bachelor,2020-07-14,1,253,2024-08-22,2025-03-22,Branch,391.95,2558.66,1721
CUST002872,23,Male,69167,Bachelor,2017-10-20,0,0,,2025-03-09,Online,174.88,6070.96,2719
CUST002873,69,Male,19371,Bachelor,2021-05-10,0,0,,2025-03-03,Branch,399.86,1467.55,1421
CUST002874,26,Male,41059,Bachelor,2023-07-29,1,62,2025-03-05,2025-03-04,Online,112.34,1080.43,611
CUST002875,77,Male,54152,Master,2022-06-10,1,291,2024-12-30,2025-03-29,Referral,135.14,2924.96,1025
CUST002876,54,Male,34900,Master,2016-03-30,0,0,,2025-03-21,Online,221.28,5833.22,3288
CUST002877,57,Female,34435,High School,2019-10-03,1,204,2025-03-23,2025-03-21,Online,247.82,2265.52,2006
CUST002878,59,Male,39387,Bachelor,2022-10-23,0,0,,2025-03-13,Online,259.43,889.67,890
CUST002879,29,Male,63651,High School,2022-03-14,1,376,2025-03-11,2025-03-23,Online,165.23,2795.3,1113
CUST002880,76,Male,50082,Associate,2024-01-29,1,108,2025-03-27,2025-03-21,Affiliate,301.37,639.41,427
CUST002881,19,Male,17961,Bachelor,2021-06-19,1,106,2025-02-26,2025-03-06,Online,131.71,2075.66,1381
CUST002882,65,Female,19048,Master,2017-12-19,1,285,2025-01-29,2025-03-10,Online,273.11,3797.88,2659
CUST002883,43,Female,40605,Master,2017-05-21,1,707,2025-03-23,2025-03-30,Affiliate,212.83,4280.61,2871
CUST002884,55,Male,69142,High School,2024-05-02,1,79,2024-09-09,2025-03-28,Online,132.82,1140.51,333
CUST002885,56,Male,13923,High School,2020-01-11,0,0,,2025-03-28,Branch,491.22,2927.07,1906
CUST002886,49,Female,42839,Bachelor,2017-03-19,0,0,,2024-02-20,Online,225.43,3388.93,2934
CUST002887,77,Male,42275,Bachelor,2019-08-27,1,237,2025-01-31,2025-03-27,Online,159.07,3590.52,2043
CUST002888,65,Female,110112,Associate,2016-09-22,1,549,2025-03-10,2025-03-08,Online,304.66,7756.75,3112
CUST002889,81,Male,45368,Master,2022-06-03,1,284,2025-01-04,2025-03-12,Affiliate,307.07,1886.46,1032
CUST002890,43,Female,66608,Master,2016-09-04,1,658,2025-01-27,2025-03-10,Online,268.85,11148.33,3130
CUST002891,49,Male,59025,Bachelor,2022-04-02,1,314,2025-03-17,2025-02-17,Online,275.1,2523.78,1094
CUST002892,37,Male,18954,Master,2021-04-29,1,76,2025-03-21,2025-02-25,Affiliate,284.93,1332.6,1432
CUST002893,18,Female,80756,Associate,2021-11-08,1,531,2024-05-09,2025-03-04,Affiliate,177.37,2863.86,1239
CUST002894,70,Female,61254,Bachelor,2017-06-09,1,501,2025-02-16,2024-01-14,Referral,68.03,8625.84,2852
CUST002895,21,Female,70913,Bachelor,2020-03-06,1,306,2025-01-12,2025-03-07,Direct Mail,574.68,3485.9,1851
CUST002896,47,Male,391682,High School,2021-06-16,0,0,,2025-03-16,Online,101.86,17230.8,1384
CUST002897,62,Male,19400,Master,2016-05-02,1,215,2024-06-23,2025-02-05,Online,292.92,4342.09,3255
CUST002898,19,Male,130279,Bachelor,2020-02-12,0,0,,2025-03-24,Online,220.78,8224.39,1874
CUST002899,60,Female,47636,Bachelor,2017-04-27,0,0,,2024-01-09,Online,110.36,6948.26,2895
CUST002900,18,Female,63497,Associate,2022-04-10,0,0,,2025-03-02,Online,223.18,1962.1,1086
CUST002901,66,Male,53762,High School,2018-10-17,0,0,,2025-03-19,Online,195.55,3861.98,2357
CUST002902,57,Female,44487,High School,2022-01-29,1,157,2025-01-30,2024-01-10,Online,243.65,2899.6,1157
CUST002903,31,Male,41364,Bachelor,2018-07-02,1,436,2025-02-26,2025-03-30,Online,340.41,4031.9,2464
CUST002904,44,Male,64850,Bachelor,2024-10-06,1,40,2025-01-17,2025-03-20,Online,320.16,302.26,176
CUST002905,85,Male,25758,Associate,2016-08-17,0,0,,2025-03-28,Affiliate,339.39,5155.3,3148
CUST002906,48,Female,80047,Bachelor,2023-08-06,0,0,,2025-03-29,Branch,376.67,1287.27,603
CUST002907,71,Female,44667,Bachelor,2023-07-04,0,0,,2025-01-29,Online,346.54,1422.04,636
CUST002908,80,Female,31258,Bachelor,2019-04-25,1,292,2024-07-14,2025-03-29,Direct Mail,400.5,2412.62,2167
CUST002909,25,Male,43918,Bachelor,2021-12-06,0,0,,2025-03-18,Online,123.82,2256.89,1211
CUST002910,36,Female,103121,Master,2024-11-15,1,46,2024-03-30,2025-03-10,Referral,137.26,454.95,136
CUST002911,53,Male,42083,Bachelor,2022-09-08,1,114,2024-07-16,2025-01-13,Online,335.69,1428.28,935
CUST002912,29,Female,65796,Bachelor,2015-04-18,0,0,,2025-03-30,Online,141.48,9812.83,3635
CUST002913,23,Female,38162,High School,2021-01-02,1,177,2025-01-23,2025-03-24,Branch,340.18,3151.39,1549
CUST002914,47,Male,80342,Associate,2018-11-05,0,0,,2025-03-05,Affiliate,285.73,6794.79,2338
CUST002915,84,Male,77485,High School,2021-02-05,1,688,2025-03-12,2025-03-12,Online,172.46,3286.58,1515
CUST002916,70,Male,138606,Bachelor,2017-02-28,0,0,,2025-03-14,Online,208.32,6297.42,2953
CUST002917,65,Female,50377,High School,2021-11-25,1,238,2024-04-08,2025-03-07,Online,114.33,2598.98,1222
CUST002918,76,Male,76835,Associate,2021-09-22,0,0,,2025-03-07,Online,229.94,2940.76,1286
CUST002919,28,Female,57764,Bachelor,2017-02-19,0,0,,2025-03-14,Branch,390.96,7107.89,2962
CUST002920,30,Male,105137,Associate,2023-05-23,0,0,,2025-03-06,Branch,435.68,3487.35,678
CUST002921,82,Female,38394,High School,2018-10-19,1,133,2025-01-03,2024-06-11,Referral,85.93,4188.79,2355
CUST002922,35,Female,79824,High School,2018-01-21,0,0,,2025-03-25,Direct Mail,434.55,6452.4,2626
CUST002923,68,Female,49898,Bachelor,2021-09-30,1,195,2025-02-24,2025-03-18,Online,148.03,3347.42,1278
CUST002924,27,Female,53262,High School,2019-11-02,1,393,2024-08-27,2025-03-21,Affiliate,334.7,4625.73,1976
CUST002925,25,Male,57581,Bachelor,2017-03-03,1,959,2025-03-03,2025-02-13,Online,142.95,9269.3,2950
CUST002926,73,Male,62393,Bachelor,2020-03-26,0,0,,2025-03-18,Branch,432.45,3452.81,1831
CUST002927,34,Female,51894,Bachelor,2017-08-13,1,688,2025-03-29,2025-03-09,Referral,119.95,4672.86,2787
CUST002928,48,Female,61233,Bachelor,2021-11-10,0,0,,2025-03-11,Online,277.65,3813.44,1237
CUST002929,55,Female,121072,Master,2023-06-08,0,0,,2025-02-20,Direct Mail,417.24,2666.55,662
CUST002930,51,Female,90022,High School,2016-10-28,1,728,2023-01-11,2025-03-28,Online,201.13,9005.92,3076
CUST002931,58,Female,84937,Associate,2016-02-19,0,0,,2025-03-15,Direct Mail,310.17,5676.17,3328
CUST002932,68,Male,43796,Associate,2017-05-15,1,790,2025-01-29,2025-03-13,Online,284.91,3850.92,2877
CUST002933,59,Female,35258,High School,2023-09-22,0,0,,2025-03-23,Affiliate,216.53,585.46,556
CUST002934,58,Male,88675,Associate,2023-07-10,1,201,2025-02-25,2025-03-21,Affiliate,270.56,1443.47,630
CUST002935,75,Male,85230,Associate,2018-05-09,1,1072,2024-07-15,2025-03-20,Online,264.62,6837.2,2518
CUST002936,52,Female,114854,Bachelor,2021-11-20,1,334,2024-04-14,2025-03-12,Online,294.73,5283.84,1227
CUST002937,47,Female,40663,Bachelor,2015-07-13,1,147,2025-02-21,2025-03-30,Direct Mail,376.84,4663.14,3549
CUST002938,27,Female,49036,Associate,2020-11-09,1,165,2025-01-27,2025-03-19,Online,330.99,3517.08,1603
CUST002939,43,Male,24229,Bachelor,2022-04-13,1,2,2024-06-06,2025-01-28,Direct Mail,551.79,1701.99,1083
CUST002940,35,Male,45200,Associate,2018-01-09,1,708,2025-03-25,2025-03-31,Online,259.41,4105.6,2638
CUST002941,31,Female,90524,Associate,2022-08-11,1,337,2025-01-15,2025-03-30,Branch,295.66,2528.24,963
CUST002942,37,Male,43557,Bachelor,2024-11-07,1,16,2025-02-21,2025-03-31,Referral,87.32,425.58,144
CUST002943,31,Male,75760,High School,2015-08-16,0,0,,2025-03-12,Branch,435.72,12305.54,3515
CUST002944,39,Male,50002,High School,2022-10-17,1,185,2024-08-21,2025-03-11,Online,197.95,2606.21,896
CUST002945,75,Female,64674,Bachelor,2018-08-17,0,0,,2025-03-11,Direct Mail,444.41,4318.28,2418
CUST002946,77,Female,30984,Master,2021-10-08,0,0,,2025-03-13,Online,143.15,2105.03,1270
CUST002947,58,Male,57393,Bachelor,2023-07-03,0,0,,2025-03-22,Online,317.39,890.83,637
CUST002948,70,Male,12326,High School,2018-08-12,0,0,,2025-03-06,Affiliate,152.16,3240.38,2423
CUST002949,33,Female,50093,Master,2025-01-11,1,15,2024-11-06,2025-03-27,Branch,231.89,222.3,79
CUST002950,63,Female,24339,Bachelor,2022-04-04,0,0,,2025-03-22,Affiliate,195.84,921.78,1092
CUST002951,44,Male,100517,Bachelor,2021-01-30,1,659,2025-03-13,2025-03-15,Online,282.33,5531.93,1521
CUST002952,75,Female,81128,Master,2017-01-29,0,0,,2025-03-13,Branch,399.11,9288.16,2983
CUST002953,57,Male,69454,Bachelor,2019-06-18,0,0,,2025-03-23,Branch,390.69,6798.31,2113
CUST002954,77,Male,117664,High School,2016-10-21,1,1797,2024-09-07,2025-03-26,Branch,250.4,6653.96,3083
CUST002955,51,Female,34222,Bachelor,2015-05-29,0,0,,2025-03-30,Referral,138.29,6399.66,3594
CUST002956,33,Female,131764,Bachelor,2019-05-16,1,938,2024-09-09,2025-03-22,Online,174.97,4458.33,2146
CUST002957,29,Female,87656,Bachelor,2020-08-12,1,396,2025-02-28,2025-03-02,Direct Mail,310.24,5019.13,1692
CUST002958,38,Male,48864,Bachelor,2019-10-26,1,439,2025-01-31,2025-03-19,Online,202.8,2591.63,1983
CUST002959,56,Female,97041,Master,2018-03-25,0,0,,2025-03-19,Affiliate,297.25,8899.09,2563
CUST002960,23,Male,31632,Master,2023-04-04,0,0,,2025-03-10,Online,162.99,887.85,727
CUST002961,45,Male,36418,Master,2021-04-22,0,0,,2025-03-04,Affiliate,195.07,2016.22,1439
CUST002962,59,Female,40570,Master,2017-12-11,1,488,2025-03-12,2025-03-23,Branch,203.81,5727.15,2667
CUST002963,36,Male,42217,Master,2023-06-02,1,105,2024-02-09,2025-03-06,Branch,455.32,1244.26,668
CUST002964,29,Male,32429,High School,2018-08-01,0,0,,2025-03-03,Online,142.38,4608.17,2434
CUST002965,49,Female,101379,Associate,2015-08-09,1,2146,2025-01-01,2025-03-08,Direct Mail,306.88,8079.28,3522
CUST002966,63,Female,48322,Bachelor,2019-07-19,0,0,,2025-03-04,Online,330.51,3348.85,2082
CUST002967,68,Female,65600,Master,2021-08-22,1,272,2025-01-21,2025-03-14,Branch,226.16,2123.24,1317
CUST002968,83,Female,41353,Bachelor,2019-04-19,1,238,2025-01-26,2025-03-12,Referral,106.97,3008.19,2173
CUST002969,24,Male,22132,Bachelor,2020-12-19,1,141,2025-02-13,2025-03-18,Branch,252.5,1845.45,1563
CUST002970,56,Female,62951,High School,2020-12-04,0,0,,2025-03-18,Direct Mail,254.01,4191.09,1578
CUST002971,51,Male,21140,Associate,2015-06-18,1,219,2024-06-02,2025-01-28,Online,103.36,4388.68,3574
CUST002972,40,Male,53144,Bachelor,2019-09-22,1,447,2025-02-08,2025-03-18,Branch,410.65,4026.33,2017
CUST002973,21,Female,27748,High School,2017-11-23,1,203,2023-01-26,2025-03-30,Referral,91.75,4834.79,2685
CUST002974,69,Male,148557,Associate,2023-04-09,1,343,2025-01-18,2025-03-21,Affiliate,192.56,4071.97,722
CUST002975,75,Male,86748,Associate,2015-05-27,1,1777,2025-02-17,2025-03-06,Affiliate,323.41,10019.05,3596
CUST002976,49,Female,57986,Associate,2019-04-11,1,403,2023-05-29,2025-03-18,Online,109.94,7708.56,2181
CUST002977,30,Female,103460,Bachelor,2019-10-05,0,0,,2025-03-23,Referral,90.99,9843.47,2004
